Title_Store1,Title_Store2,Price_Store1,Price_Store2,HappyPrice_Store1,HappyPrice_Store2,Link_Store1,Link_Store2,Specs_JSON_Store1,Specs_JSON_Store2,Image_Store1,Image_Store2,Title_Similarity_Score,Specs_Similarity_Score
"Notebook HP Pavilion 15 i5-1335U 16GB/512GB SSD/15.6"" FullHD IPS/White/DOS",LENOVO IdeaPad Slim 3 15IRH8 i5-13420H/16GB DDR5/512GB,"30.980,00 ден.",28.999,,27.999,https://www.anhoch.com/products/notebook-hp-pavilion-15-i51335u-16gb512gb-ssd156-fullhd-ipswhitedos-2357,/categories/prenosni_kompjuteri/IdeaPad-Slim-3-15IRH8-i5-13420H-16GB-DDR5-512GB,"{""brand"": ""HP"", ""model"": ""Pavilion 15"", ""processor"": ""Intel Core i5-1335U"", ""processor_generation"": ""up to 4.6 GHz with Intel Turbo Boost Technology"", ""ram"": ""16GB"", ""storage"": ""512 GB"", ""storage_type"": ""PCIe NVMe M.2 SSD"", ""operating_system"": ""FreeDOS 3.0"", ""display_size"": ""15.6"", ""display_resolution"": ""FullHD"", ""graphics_card"": ""Intel Iris X\u1d49 Graphics"", ""battery_life"": ""null""}","{""brand"": ""LENOVO"", ""model"": ""IdeaPad Slim 3 15IRH8"", ""processor"": ""Intel Core i5-13420H"", ""cpu_cores"": 8, ""cpu_threads"": 12, ""cpu_speed"": {""P-core"": {""base_speed"": 2.1, ""boost_speed"": 4.6}, ""E-core"": {""base_speed"": 1.5, ""boost_speed"": 3.4}}, ""ram"": ""16GB"", ""storage"": ""512GB SSD"", ""operating_system"": null, ""display_size"": ""15.6\"""", ""display_resolution"": ""1920x1080"", ""display_aspect_ratio"": null, ""battery_life"": ""47Wh"", ""weight"": null, ""dimensions"": null}",https://www.anhoch.com/storage/media/8c9n6ea.jpg,/2024/11/25/IdeaPadSlim315IAN8CT105_618bba5f-8e5a-4ab8-8619-304b7ad2d0fa.png?width=192,0.6338,0.8326
Keyboard HP Wireless 230 w/Wir. Mouse Combo White,Wifi mouse+keybord HP 230,"1.690,00 ден.",2.199,,1.899,https://www.anhoch.com/products/keyboard-hp-wireless-230-wwir-mouse-combo-white-7051,/categories/TASTATURI/HP-230-Wireless,"{""brand"": ""HP"", ""model"": ""HP Wireless 230"", ""keyboard_type"": ""Chiclet"", ""switch_type"": """", ""key_count"": """", ""keyboard_layout"": """", ""backlight"": """", ""wireless"": ""Yes"", ""battery_life"": ""Up to 16 months""}","{""brand"": ""HP"", ""model"": ""230"", ""keyboard_type"": ""Chiclet style"", ""switch_type"": null, ""key_count"": null, ""backlight"": null, ""connectivity"": ""2.4GHz USB-A"", ""interface"": null, ""wireless_range"": ""do 16 \u043c\u0435\u0441\u0435\u0446\u0438(by keyboard battery) and do 12 \u043c\u0435\u0441\u0435\u0446\u0438(by mouse battery)""}",https://www.anhoch.com/storage/media/3l1f0aa.jpg,/2021/03/18/12_51356df8-3ecb-45eb-aa4d-e58528bf56f0.JPG?width=192,0.7156,0.8103
Desktop PC Atom Gaming v4 i5-12400F/16GB/500GB NVMe SSD/RTX 3050 6GB,EWE PC GAMER V155 i5-12400F/16GB/1TB SSD/RTX 3050 6GB,"31.990,00 ден.",37.999,,35.999,https://www.anhoch.com/products/desktop-pc-atom-gaming-v4-i512400f16gb500gb-nvme-ssdrtx-3050-6gb-7705,/categories/GAMING_DESKTOP_KOMPJUTERI/84111669-EWE-PC-GAMER-V155-i5-12400F-16GB-1TB-SSD-RTX-3050-6GB,"{""brand"": ""Gigabyte"", ""model"": ""Desktop PC Atom Gaming v4"", ""gpu_architecture"": ""NVIDIA GeForce RTX 3050"", ""gpu_cores"": null, ""memory_size"": ""16GB"", ""memory_type"": ""DDR4"", ""memory_bandwidth"": null, ""clock_speed"": null, ""directx_version"": null, ""opengl_version"": null}","{""brand"": null, ""model"": ""V155"", ""cpu"": ""INTEL Core i5-12400F"", ""cpu_cores"": 4, ""cpu_threads"": 8, ""cpu_frequency"": ""4.4GHz"", ""ram"": ""16GB"", ""storage"": ""1TB"", ""operating_system"": null, ""graphics_card"": ""Nvidia RTX 3050"", ""gpu_memory"": ""6GB"", ""motherboard"": ""ASUS Prime H610M-R""}",https://www.anhoch.com/storage/media/atom-gaming-v3_3050_s2.jpg,/2025/02/17/RAC26119RAC26120-Copy_0c98d5d7-61b9-4475-93d7-208ff7570505.jpg?width=192,0.7646,0.8067
"Notebook HP Envy 15 x360 Ryzen7 7730U/16GB/512GB SSD/15.6"" FHD Touch OLED/Backlit Kb/Win11",Лаптоп ASUS Vivobook S 15 OLED S5507QA-MA056W 3K 120Hz Snapdragon X Elite X1E-78-100/32GB DDR5X/1TB/WIN11,"58.480,00 ден.",76.999,,71.999,https://www.anhoch.com/products/notebook-hp-envy-15-x360-ryzen7-7730u16gb512gb-ssd156-fhd-touch-oledbacklit-kbwin11-1751,/categories/prenosni_kompjuteri/ASUS-Vivobook-S-15-OLED-S5507QA-MA056W-3K-120Hz-Snapdragon-X-Elite-X1E-78-100-32GB-DDR5X-1TB-WIN11,"{""brand"": ""HP"", ""model"": ""Envy 15 x360"", ""processor"": ""AMD Ryzen 7 7730U"", ""processor_generation"": null, ""ram"": ""16 GB"", ""storage"": ""512 GB"", ""storage_type"": ""SSD"", ""operating_system"": ""Windows 11 Home"", ""display_size"": ""15.6\"""", ""display_resolution"": ""FHD (1920 x 1080)"", ""graphics_card"": ""AMD Radeon Graphics"", ""battery_life"": ""null""}","{""brand"": ""ASUS"", ""model"": ""Vivobook S 15 OLED S5507QA-MA056W"", ""processor"": ""Snapdragon X Elite X1E 78 100"", ""cpu_cores"": 12, ""cpu_threads"": 12, ""cpu_speed"": ""3.4GHz"", ""ram"": ""32GB LPDDR5X"", ""storage"": ""1TB M.2 NVMe PCIe 4.0 SSD"", ""operating_system"": ""Windows 11 Home"", ""display_size"": ""15.6\"""", ""display_resolution"": ""2880 x 1620"", ""display_aspect_ratio"": null, ""battery_life"": ""70WHrs"", ""weight"": null, ""dimensions"": ""39.6cm""}",https://www.anhoch.com/storage/media/66b44ua.jpg,/2024/06/27/S5507QA-MA056W_0c5ebb4c-0111-4e62-9e14-8a2318a72bf5.JPG?width=192,0.7345,0.8301
Tablet PC Samsung Galaxy Tab S10 FE (Wi-Fi) 8GB/128GB Silver,SAMSUNG Galaxy TAB S10+ 12GB/256GB SM-X820NZAREUC Gray,"34.980,00 ден.",67.299,,57.999,https://www.anhoch.com/products/tablet-pc-samsung-galaxy-tab-s10-fe-wifi-8gb128gb-silver-7729,/categories/TABLETI/SAMSUNG-Galaxy-TAB-S10--12GB-256GB-SM-X820NZAREUC-Gray,"{""brand"": ""Samsung"", ""model"": ""Galaxy Tab S10 FE"", ""operating_system"": ""Android 15"", ""processor"": ""Exynos 1580 (4 nm) Octa-core (1x2.9 GHz Cortex-A720 & 3x2.6 GHz Cortex-A720 & 4x1.9 GHz Cortex-A520)"", ""ram"": ""8GB"", ""storage_capacity"": ""128GB"", ""display_size"": ""10.9 inches"", ""display_resolution"": ""1440 x 2304 pixels"", ""battery_life"": ""8000 mAh"", ""weight"": null, ""dimensions"": ""254.3 x 165.8 x 6 mm""}","{""brand"": ""SAMSUNG"", ""model"": ""Galaxy TAB S10+"", ""screen_size"": ""12.4\"""", ""resolution"": ""1752 x 2800px"", ""aspect_ratio"": null, ""processor"": ""Mediatek Dimensity 9300+ (4 nm), Octa-core (1x3.25 GHz Cortex-X4 & 3x2.85 GHz Cortex-X4 & 4x2.0 GHz Cortex-A720)"", ""ram"": ""12GB"", ""storage"": ""256GB"", ""operating_system"": ""Android 14, One UI 6.1"", ""battery_life"": ""10090 mAh"", ""weight"": null}",https://www.anhoch.com/storage/media/sm-x520nzsreuc.jpg,/2024/10/07/SM-X820NZAREUC_e4f991ac-3487-4154-93d8-a668ec9d0d38.JPG?width=192,0.7101,0.9107
"[OUTLET] Notebook HP EliteBook 735 Ryzen7 3700U/16GB/256GB SSD/13.3"" FullHD Touch/BacklitKB/Win10Pro",ASUS Vivobook 15 X1504VA-BQ1693W i5-1334U/16GB/1TB/WIN11,"18.980,00 ден.",38.999,,,https://www.anhoch.com/products/outlet-notebook-hp-elitebook-735-ryzen7-3700u16gb256gb-ssd133-fullhd-touchbacklitkbwin10pro-0325,/categories/prenosni_kompjuteri/84111986-ASUS-Vivobook-15-X1504VA-BQ1693W-i5-1334U-16GB-1TB-WIN11,"{""brand"": ""HP"", ""model"": ""EliteBook 735"", ""processor"": ""AMD Ryzen 7 PRO 3700U"", ""processor_generation"": ""4.0 GHz"", ""ram"": ""16 GB"", ""storage"": ""256 GB"", ""storage_type"": ""SSD"", ""operating_system"": ""Windows 10 Pro"", ""display_size"": ""13.3\"""", ""display_resolution"": ""FHD (1920 x 1080)"", ""graphics_card"": ""AMD Radeon\u2122 Graphics"", ""battery_life"": null}","{""brand"": ""ASUS"", ""model"": ""Vivobook 15 X1504VA-BQ1693W"", ""processor"": ""Intel Core i5-1334U"", ""cpu_cores"": 10, ""cpu_threads"": 12, ""cpu_speed"": {""base_speed"": 1.3, ""boost_speed"": 4.6}, ""ram"": 16, ""storage"": ""1TB SSD M.2 NVMe PCIe 3.0"", ""operating_system"": ""Windows 11 Home"", ""display_size"": ""15.6"", ""display_resolution"": ""1920x1080px"", ""display_aspect_ratio"": null, ""battery_life"": 42, ""weight"": null, ""dimensions"": null}",https://www.anhoch.com/storage/media/elitebook_735_1.jpg,/2025/03/10/Screenshot2025-03-10at09-00-12ASUSVivobook15X1504LaptopsForHomeASUSGlobal_c6355a77-a9ca-4500-a6da-ceafe577e9bf.png?width=192,0.5992,0.8311
"Notebook Lenovo IP3 Pentium7505 4GB/256GB/15.6"" FullHD/DOS/UltraSlim/Gray",LENOVO IdeaPad Slim 3 15ABR8 R7-7730U/16GB/512GB,"13.480,00 ден.",30.799,,27.999,https://www.anhoch.com/products/notebook-lenovo-ip3-pentium7505-4gb256gb156-fullhddosultraslimgray-9542,/categories/prenosni_kompjuteri/LENOVO-IdeaPad-Slim-3-15ABR8-R7-7730U-16GB-512GB-84110174,"{""brand"": ""Lenovo"", ""model"": ""IP3"", ""processor"": ""Pentium Gold 7505"", ""processor_generation"": ""2"", ""ram"": ""4GB"", ""storage"": ""256GB"", ""storage_type"": ""SSD"", ""graphics_card"": ""Integrated Intel UHD Graphics"", ""operating_system"": null, ""display_size"": ""15.6\"""", ""display_resolution"": ""FHD (1920x1080)"", ""battery_life"": null}","{""brand"": ""LENOVO"", ""model"": ""IdeaPad Slim 3 15ABR8"", ""processor"": ""AMD Ryzen\u2122 7 7730U"", ""cpu_cores"": ""8C"", ""cpu_threads"": ""16T"", ""cpu_speed"": ""2.0 / 4.5GHz"", ""ram"": ""16GB"", ""storage"": ""512GB SSD M.2 2242 PCIe 4.0x4 NVMe"", ""operating_system"": ""null"", ""display_size"": ""15.6\"""", ""display_resolution"": ""(1920x1080) FHD"", ""display_aspect_ratio"": ""null"", ""battery_life"": ""47Wh"", ""weight"": ""null"", ""dimensions"": ""null""}",https://www.anhoch.com/storage/media/17122021134234ideapad315itl6.jpg,/2024/11/25/ryzen_68be17fe-9db2-42d4-8108-98d38481d567.jpg?width=192,0.7445,0.8357
"Monitor 27"" Samsung LS27C390EAUXEN Curved 1000R VA Panel, Full HD 75Hz,2xHDMI,DP,4ms,Speakers",SAMSUNG LS27BG650EUXEN Curved 240Hz VA WQHD,"9.280,00 ден.",23.799,,22.999,https://www.anhoch.com/products/monitor-27-samsung-ls27c390eauxen-curved-1000r-va-panel-full-hd-75hz2xhdmidp4msspeakers-8894,/categories/monitori1/SAMSUNG-LS27BG650EUXEN-Curved-240Hz-VA-WQHD,"{""brand"": ""Samsung"", ""model"": ""LS27C390EAUXEN"", ""screen_size"": ""27.0"", ""resolution"": ""1920 x 1080"", ""aspect_ratio"": ""16:9"", ""panel_type"": ""VA"", ""refresh_rate"": ""75Hz"", ""response_time"": 4, ""connectivity_options"": ""2xHDMI, Display Port"", ""adjustability_options"": ""- 3.0\u00b0 (\u00b12.0\u00b0) ~ 20.0\u00b0 (\u00b12.0\u00b0)""}","{""brand"": ""SAMSUNG"", ""model"": ""LS27BG650EUXEN"", ""screen_size"": ""27 inches"", ""resolution"": ""2,560 x 1,440"", ""aspect_ratio"": ""16:9"", ""panel_type"": ""VA"", ""refresh_rate"": ""240Hz"", ""response_time"": ""1ms (GtG)""}",https://www.anhoch.com/storage/media/ls27c390eauxen.jpg,/2024/06/05/LS27BG650EUXEN_e6c4cda3-f693-4ab5-a134-92d303678db0.JPG?width=192,0.6231,0.8206
"Notebook HP 14 i5-1335U/16GB/512GB SSD/14"" FHD IPS AG 300nits/Silver",LENOVO IdeaPad Slim 3 15ARP10 15.3 FHD+/R7-7735HS/16GB DDR5/512GB,"25.980,00 ден.",31.999,,,https://www.anhoch.com/products/notebook-hp-14-i51335u16gb512gb-ssd14-fhd-ips-ag-300nitssilver-7420,/categories/prenosni_kompjuteri/84112810-LENOVO-IdeaPad-Slim-3-15ARP10-15-3-FHD--R7-7735HS-16GB-DDR5-512GB,"{""brand"": ""HP"", ""model"": ""Notebook 14"", ""processor"": ""Intel Core i5-1335U"", ""processor_generation"": ""10C (2P + 8E) / 12T"", ""ram"": ""16 GB"", ""storage"": ""512 GB"", ""storage_type"": ""PCIe NVMe M.2 SSD"", ""operating_system"": null, ""display_size"": ""35.6 cm (14\"")"", ""display_resolution"": ""FHD (1920 x 1080)"", ""graphics_card"": ""Integrated Intel Iris Xe Graphics"", ""battery_life"": ""null""}","{""brand"": ""LENOVO"", ""model"": ""IdeaPad Slim 3 15ARP10"", ""processor"": ""AMD Ryzen 7 7735HS"", ""cpu_cores"": null, ""cpu_threads"": null, ""cpu_speed"": ""3.2 / 4.75GHz"", ""ram"": ""16GB DDR5 4800MHz"", ""storage"": ""512GB SSD M.2 2242 PCIe 4.0x4 NVMe"", ""operating_system"": null, ""display_size"": ""15.3"", ""display_resolution"": ""1920x1200px"", ""display_aspect_ratio"": null, ""battery_life"": ""50Wh"", ""weight"": null, ""dimensions"": null}",https://www.anhoch.com/storage/media/a76s3ea.jpg,/2025/04/16/image-Photoroom156_0f99c464-49b9-47f6-9c67-4624d75a1cc4.png?width=192,0.6231,0.8435
"Notebook Lenovo ThinkBook 16 G7 Ultra 7 155H/32GB/1TB SSD/16"" WUXGA IPS/Backlit Kb/DOS","LENOVO LOQ 15ARP9 15.6"" 144Hz/R7-7435HS/24GB DDR5/1TB/RTX 4060 8GB","58.980,00 ден.",64.999,,,https://www.anhoch.com/products/notebook-lenovo-thinkbook-16-g7-ultra-7-155h32gb1tb-ssd16-wuxga-ipsbacklit-kbdos-5946,/categories/gaming_laptopi/84112366-LENOVO-LOQ-15ARP9-15-6--144Hz-R7-7435HS-24GB-DDR5-1TB-RTX-4060-8GB,"{""brand"": ""Lenovo"", ""model"": ""ThinkBook 16 G7 Ultra 7"", ""processor"": ""Intel Core Ultra 7 155H"", ""processor_generation"": null, ""ram"": ""32GB"", ""storage"": ""1TB SSD"", ""storage_type"": ""M.2 2242 PCIe 4.0x4 NVMe"", ""operating_system"": ""DOS"", ""display_size"": ""16"", ""display_resolution"": ""WUXGA (1920x1200)"", ""graphics_card"": ""Integrated Intel Graphics"", ""battery_life"": null}","{""brand"": ""LENOVO"", ""model"": ""LOQ 15ARP9"", ""processor"": ""AMD Ryzen 7 7435HS"", ""cpu_cores"": 8, ""cpu_threads"": 16, ""cpu_speed"": {""base"": 3.1, ""turbo"": 4.5}, ""ram"": ""24GB DDR5 4800MHz"", ""storage"": ""1TB SSD M.2 2242 PCIe 4.0x4 NVMe"", ""operating_system"": null, ""display_size"": ""15.6"", ""display_resolution"": ""1920x1080px"", ""display_aspect_ratio"": null, ""battery_life"": ""60Wh"", ""weight"": null, ""dimensions"": null}",https://www.anhoch.com/storage/media/21ms005mrm_1.jpg,/2025/03/25/image-Photoroom7_d6cd8025-d22b-41b6-ae6c-0c9390fd89c8.png?width=192,0.6289,0.8687
Mouse Xiaomi Mi Wireless Lite 2 Black,XIAOMI Wireless Lite 2 Black BHR8916GL,"550,00 ден.",599.0,,,https://www.anhoch.com/products/mouse-xiaomi-mi-wireless-lite-2-black-7328,/categories/GLUVCINA/84112416-XIAOMI-Wireless-Lite-2-Black-BHR8916GL,"{""brand"": ""Xiaomi"", ""model"": ""Wireless Mouse Lite 2"", ""type"": """", ""sensor_type"": ""1000DPI precision sensor"", ""dpi"": 1000, ""polling_rate"": null, ""button_count"": null, ""ergonomic_design"": ""Ergonomic design for comfort and ease of use"", ""wireless"": true, ""battery_life"": null}","{""brand"": ""XIAOMI"", ""model"": ""Wireless Lite 2"", ""mouse_type"": ""Wireless"", ""sensor_type"": ""TTC microswitch"", ""resolution"": null, ""dpi"": ""1000"", ""button_count"": null, ""ergonomic"": null, ""connectivity"": ""2.4GHz""}",https://www.anhoch.com/storage/media/bhr8916gl.jpg,/2025/03/28/xiaomi3lite1_8da69d16-fafd-4c0b-940a-4f13a501694f.png?width=192,0.7782,0.8114
"Notebook HP OmniBook X Snapdragon X Plus/16GB/512GB /14"" 2.2K Touch/Backlit Kb/Win11/Silver",Лаптоп ASUS Vivobook 15 X1504VA-NJ799 i3-1315U/16GB/512GB,"46.980,00 ден.",23.999,,22.999,https://www.anhoch.com/products/notebook-hp-omnibook-x-snapdragon-x-plus16gb512gb-14-22k-touchbacklit-kbwin11silver-6089,/categories/prenosni_kompjuteri/ASUS-Vivobook-15-X1504VA-NJ799-i3-1315U-16GB-512GB,"{""brand"": ""HP"", ""model"": ""OmniBook X"", ""processor"": ""Snapdragon X Plus X1P-42-100"", ""processor_generation"": ""up to 3.4 GHz, 8 cores"", ""ram"": ""16 GB"", ""storage"": ""512 GB"", ""storage_type"": ""PCIe NVMe M.2 SSD"", ""graphics_card"": ""Qualcomm Adreno GPU"", ""operating_system"": ""Windows 11"", ""display_size"": ""14\"""", ""display_resolution"": ""2.2K (2240 x 1400)"", ""battery_life"": null}","{""brand"": ""ASUS"", ""model"": ""Vivobook 15 X1504VA-NJ799"", ""processor"": ""Intel Core i3-1315U"", ""cpu_cores"": 6, ""cpu_threads"": 8, ""cpu_speed"": null, ""ram"": ""16GB"", ""storage"": ""512GB M.2 NVMe PCIe 3.0 SSD"", ""operating_system"": ""None"", ""display_size"": ""15.6\"""", ""display_resolution"": ""1920x1080"", ""display_aspect_ratio"": null, ""battery_life"": ""42WHrs"", ""weight"": null, ""dimensions"": null}",https://www.anhoch.com/storage/media/a9ff7ua_1.jpg,/2024/07/26/X1504VA_a5213de0-f1d5-4477-a4d9-9c9775b8f91e.JPG?width=192,0.6818,0.8683
"Notebook HP Envy 14 x360 2in1 Ultra 5 120U/8GB/512GB SSD/14"" FHD Touch/Backlit Kb/Win11/Silver","LENOVO Yoga 7 2-in-1 14ILL10 14"" 2.8K OLED 120Hz Touch/Ultra 7 258V/32GB DDR5X/1TB/WIN11","44.980,00 ден.",84.999,,,https://www.anhoch.com/products/notebook-hp-envy-14-x360-2in1-ultra-5-120u8gb512gb-ssd14-fhd-touchbacklit-kbwin11silver-6345,/categories/prenosni_kompjuteri/84112811-LENOVO-Yoga-7-2-in-1-14ILL10-14--2-8K-OLED-120Hz-Touch-Ultra-7-258V-32GB-DDR5X-1TB-WIN11,"{""brand"": ""HP"", ""model"": ""Envy 14 x360"", ""processor"": ""Intel Core 5 120U"", ""processor_generation"": null, ""ram"": ""8 GB"", ""storage"": ""512 GB"", ""storage_type"": ""SSD"", ""graphics_card"": ""Integrated Intel Graphics"", ""operating_system"": ""Windows 11"", ""display_size"": ""14 inches"", ""display_resolution"": ""1920 x 1200"", ""battery_life"": null}","{""brand"": ""LENOVO"", ""model"": ""Yoga 7 2-in-1 14ILL10"", ""processor"": ""Intel Core Ultra 7 258V"", ""cpu_cores"": 8, ""cpu_threads"": 8, ""cpu_speed"": ""Max Turbo up to 4.8GHz"", ""ram"": ""32GB LPDDR5x 8533MHz"", ""storage"": ""1TB SSD M.2 2242 PCIe 4.0x4 NVMe"", ""operating_system"": ""Windows 11"", ""display_size"": 14, ""display_resolution"": ""2880x1800px"", ""display_aspect_ratio"": null, ""battery_life"": 70, ""weight"": null, ""dimensions"": null}",https://www.anhoch.com/storage/media/9r8r2ua_1.jpg,/2025/04/16/image-Photoroom157_c3b69a7b-0dd6-4b39-b695-b6c0cf623352.png?width=192,0.684,0.8267
"Notebook HP Envy x360 2in1 Ryzen5 8640HS/16GB/512GB/14"" WUXGA IPS Touch/Backlit Kb/Win11/Silver","ASUS Zenbook Duo UX8406CA-PZ005W 14"" 3K OLED 120Hz Touch/Ultra 9 285H/32GB DDR5X/2TB/WIN11","46.980,00 ден.",132.999,,129.999,https://www.anhoch.com/products/notebook-hp-envy-x360-2in1-ryzen5-8640hs16gb512gb14-wuxga-ips-touchbacklit-kbwin11silver-6094,/categories/prenosni_kompjuteri/ASUS-Zenbook-Duo-UX8406CA-PZ005W-14--3K-OLED-120Hz-Touch-Ultra-9-285H-32GB-DDR5X-2TB-WIN11,"{""brand"": ""HP"", ""model"": ""Envy x360"", ""processor"": ""AMD Ryzen 5 8640HS"", ""processor_generation"": """", ""ram"": ""16 GB"", ""storage"": ""512 GB"", ""storage_type"": ""SSD"", ""graphics_card"": ""AMD Radeon Graphics"", ""operating_system"": ""Windows 11"", ""display_size"": ""14\"""", ""display_resolution"": ""WUXGA"", ""battery_life"": ""59 Wh""}","{""brand"": ""ASUS"", ""model"": ""Zenbook Duo UX8406CA-PZ005W"", ""processor"": ""Intel Core Ultra 9 Processor 285H"", ""cpu_cores"": ""16"", ""cpu_threads"": ""16"", ""cpu_speed"": ""up to 5.4 GHz"", ""ram"": ""32GB"", ""storage"": ""2TB SSD"", ""operating_system"": ""Windows 11 Home"", ""display_size"": ""14\"""", ""display_resolution"": ""2880x1800px"", ""display_aspect_ratio"": ""16:10"", ""battery_life"": ""75Wh"", ""weight"": null, ""dimensions"": null}",https://www.anhoch.com/storage/media/9s1r3ua_1.jpg,/2025/01/20/Screenshot2025-01-20115547_b8ec68b7-0944-4318-9306-b95362f03708.jpg?width=192,0.6554,0.8488
"Notebook HP Envy x360 2in1 Ultra 7 150U/16GB/512GB SSD/14"" FHD Touch/Backlit Kb/Win11","ASUS Vivobook 16 Flip TP3607SA-RJ013W 16"" 3K OLED 120Hz Touch/Ultra 7 258V/32GB DDR5X/1TB/WIN11","54.980,00 ден.",82.999,,,https://www.anhoch.com/products/notebook-hp-envy-x360-2in1-ultra-7-150u16gb512gb-ssd14-fhd-touchbacklit-kbwin11-2516,/categories/prenosni_kompjuteri/84111063-ASUS-Vivobook-16-Flip-TP3607SA-RJ013W-16--3K-OLED-120Hz-Touch-Ultra-7-258V-32GB-DDR5X-1TB-WIN11,"{""brand"": ""HP"", ""model"": ""Envy x360 2in1 Ultra 7 150U"", ""processor"": ""Intel Core 7 150U"", ""processor_generation"": ""7"", ""ram"": ""16 GB"", ""storage"": ""512 GB"", ""storage_type"": ""SSD"", ""graphics_card"": ""Integrated Intel Graphics"", ""operating_system"": ""Windows 11"", ""display_size"": ""14"", ""display_resolution"": ""FHD (1920x1080)"", ""battery_life"": ""null""}","{""brand"": ""ASUS"", ""model"": ""Vivobook 16 Flip TP3607SA-RJ013W"", ""processor"": ""Intel Core Ultra 7 Processor"", ""cpu_cores"": 8, ""cpu_threads"": 8, ""cpu_speed"": ""up to 4.8 GHz"", ""ram"": ""32GB LPDDR5X"", ""storage"": ""1TB SSD M.2 NVMe PCIe 4.0"", ""operating_system"": ""Windows 11 Home"", ""display_size"": ""16"", ""display_resolution"": ""2880x1800px"", ""display_aspect_ratio"": ""16:10"", ""battery_life"": ""null"", ""weight"": ""null"", ""dimensions"": ""null""}",https://www.anhoch.com/storage/media/9r8r3ua_1.jpg,/2025/02/25/image-Photoroom1_224acc26-2e26-466d-8158-b5a94e928ea1.png?width=192,0.6888,0.8391
"Monitor 24"" Dell S2421H FullHD IPS 2xHDMI w/Speakers VESA","Монитор DELL S2421HS 24"", 23.8""(60cm), 1080p. HDMI, DisplayPort","7.980,00 ден.",11.999,,7.595,https://www.anhoch.com/products/monitor-24-dell-s2421h-fullhd-ips-2xhdmi-wspeakers-vesa-9169,/categories/monitori1/DELL-S2421HS-24-,"{""brand"": ""Dell"", ""model"": ""S2421H"", ""screen_size"": ""24"", ""resolution"": ""Full HD (1080p) 1920 x 1080"", ""aspect_ratio"": ""16:9"", ""panel_type"": ""IPS"", ""refresh_rate"": ""75 Hz"", ""response_time"": ""4 ms (grey-to-grey extreme)"", ""connectivity_options"": ""2 x HDMI"", ""adjustability_options"": ""Tilt""}","{""brand"": ""DELL"", ""model"": ""S2421HS"", ""screen_size"": ""23.8\"""", ""resolution"": ""1920x1080"", ""aspect_ratio"": null, ""panel_type"": null, ""refresh_rate"": ""75 Hz"", ""response_time"": ""8 ms (gray-to-gray normal); 5 ms (gray-to-gray fast); 4 ms (gray-to-gray extreme)""}",https://www.anhoch.com/storage/media/21f70bcee4e590f4c5a0b4abe1fcc033.jpg,/2023/03/06/Dell_mon.JPG?width=192,0.6392,0.8556
"Monitor 27"" Samsung LS27DM500EUXDU SMART M5 FHD, HDMIx2, USBx2, WiFi, BT, Tizen, Speakers, Remote","Монитор SAMSUNG 27"" LS27BG400EUXEN FHD 240 Hz, 27""(68.58cm), 1ms","11.580,00 ден.",15.999,,11.299,https://www.anhoch.com/products/monitor-27-samsung-ls27dm500euxdu-smart-m5-fhd-hdmix2-usbx2-wifi-bt-tizen-speakers-remote-3373,/categories/monitori1/SAMSUNG-27--LS27BG400EUXEN-FHD-240-Hz,"{""brand"": ""Samsung"", ""model"": ""LS27DM500EUXDU SMART M5 FHD"", ""screen_size"": ""27"", ""resolution"": ""FHD (1,920 x 1,080)"", ""aspect_ratio"": ""16:9"", ""panel_type"": ""FHD"", ""refresh_rate"": ""60Hz"", ""response_time"": ""4ms(GTG)"", ""connectivity_options"": ""WiFi, BT, HDMIx2, USBx2"", ""adjustability_options"": ""VESA 100 x 100""}","{""brand"": ""SAMSUNG"", ""model"": ""LS27BG400EUXEN"", ""screen_size"": ""27\"""", ""resolution"": ""FHD 1.920 x 1.080"", ""aspect_ratio"": ""16:9"", ""panel_type"": ""IPS"", ""refresh_rate"": ""240 Hz"", ""response_time"": ""1ms""}",https://www.anhoch.com/storage/media/21102024161343download(2).jpg,/2023/03/06/zelen_mon.JPG?width=192,0.5255,0.8408
"Monitor 27"" Samsung LS27D360GAUXEN Curved 1800R 100Hz VA Panel Freesync, FHD, HDMI, VGA, 4ms","SAMSUNG 24"" LS24D360GAUXEN Curved 100Hz VA FHD","6.580,00 ден.",6.799,,5.599,https://www.anhoch.com/products/monitor-27-samsung-ls27d360gauxen-curved-1800r-100hz-va-panel-freesync-fhd-hdmi-vga-4ms-3378,/categories/monitori1/SAMSUNG-24--LS24D360GAUXEN-Curved-100Hz-VA-FHD,"{""brand"": ""Samsung"", ""model"": ""LS27D360GAUXEN"", ""screen_size"": ""27"", ""resolution"": ""FHD"", ""aspect_ratio"": ""16:9"", ""panel_type"": ""VA"", ""refresh_rate"": ""100Hz"", ""response_time"": ""4ms"", ""connectivity_options"": ""HDMI,\n   VGA"", ""adjustability_options"": ""Tiltable""}","{""brand"": ""SAMSUNG"", ""model"": ""LS24D360GAUXEN"", ""screen_size"": ""24\"""", ""resolution"": ""1920x1080"", ""aspect_ratio"": null, ""panel_type"": ""VA"", ""refresh_rate"": ""100Hz"", ""response_time"": ""4ms""}",https://www.anhoch.com/storage/media/25102024122927download(3).jpg,/2024/11/27/LS24D360GAUXEN_98df1a59-fd51-4ea6-8e8b-75d9c295dad6.jpg?width=192,0.7433,0.8415
